0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:15 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:29 +0530] "GET /CampusConnect/dashboard?pincode=600127 HTTP/1.1" 200 20144
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:29 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:29 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:30 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:37 +0530] "GET /CampusConnect/profile HTTP/1.1" 200 11890
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:37 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:47 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 20021
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:47 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:47 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:58:47 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:59:32 +0530] "GET /CampusConnect/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:59:32 +0530] "GET /CampusConnect/login HTTP/1.1" 200 3479
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:59:39 +0530] "GET /CampusConnect/register HTTP/1.1" 200 9889
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:59:39 +0530] "GET /CampusConnect/css/register.css HTTP/1.1" 200 12456
0:0:0:0:0:0:0:1 - - [12/Mar/2026:21:59:39 +0530] "GET /CampusConnect/js/validation.js HTTP/1.1" 200 7438
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:00:54 +0530] "GET /CampusConnect/register HTTP/1.1" 200 9889
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:02:49 +0530] "POST /CampusConnect/register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:02:49 +0530] "GET /CampusConnect/login HTTP/1.1" 200 3479
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:02 +0530] "POST /CampusConnect/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:02 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 22164
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:02 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:02 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:02 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:06 +0530] "GET /CampusConnect/dashboard?pincode= HTTP/1.1" 200 22164
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:03:06 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:09:45 +0530] "GET /CampusConnect/profile HTTP/1.1" 200 11846
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:09:45 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:10:02 +0530] "POST /CampusConnect/profile HTTP/1.1" 200 12068
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:10:02 +0530] "GET /CampusConnect/uploads/user_12_680dcae2.png HTTP/1.1" 200 130351
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:10:09 +0530] "GET /CampusConnect/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:10:09 +0530] "GET /CampusConnect/login HTTP/1.1" 200 3479
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:10:32 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:46:38 +0530] "GET /CampusConnect/login HTTP/1.1" 200 8938
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:52:33 +0530] "GET /CampusConnect/l HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:52:35 +0530] "GET /CampusConnect/ HTTP/1.1" 200 30163
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:52:38 +0530] "GET /CampusConnect/login.jsp HTTP/1.1" 200 8938
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:52:58 +0530] "GET /CampusConnect/login.jsp HTTP/1.1" 200 8938
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:52:58 +0530] "GET /CampusConnect/css/style.css HTTP/1.1" 200 45721
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:53:41 +0530] "POST /CampusConnect/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:53:41 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 23968
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:53:42 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 200 830832
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:53:42 +0530] "GET /CampusConnect/uploads/user_12_680dcae2.png HTTP/1.1" 200 130351
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:53:42 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 200 2152778
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:53:42 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:54:32 +0530] "GET /CampusConnect/dashboard?name=isha&gender=Female&pincode=600127 HTTP/1.1" 200 9793
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:54:32 +0530] "GET /CampusConnect/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:57:54 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 23968
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:57:54 +0530] "GET /CampusConnect/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:57:54 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:04 +0530] "GET /CampusConnect/profile HTTP/1.1" 200 11869
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:05 +0530] "GET /CampusConnect/images/samples/avatar1.svg HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:05 +0530] "GET /CampusConnect/images/samples/avatar2.svg HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:05 +0530] "GET /CampusConnect/images/samples/avatar3.svg HTTP/1.1" 200 261
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:14 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 23968
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:14 +0530] "GET /CampusConnect/uploads/user_12_680dcae2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:22:58:14 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
0:0:0:0:0:0:0:1 - - [12/Mar/2026:23:10:41 +0530] "GET /CampusConnect/dashboard HTTP/1.1" 200 23968
0:0:0:0:0:0:0:1 - - [12/Mar/2026:23:10:41 +0530] "GET /CampusConnect/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:23:10:41 +0530] "GET /CampusConnect/uploads/user_11_fe95c76b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:23:10:41 +0530] "GET /CampusConnect/uploads/user_12_680dcae2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:23:10:41 +0530] "GET /CampusConnect/uploads/user_4_4a9815a7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2026:23:10:41 +0530] "GET /CampusConnect/default.svg HTTP/1.1" 404 1961
